A,B,C,D
850.4548,845.5199,783.0106,870.1946
858.6797,822.4902,730.3713,868.5496
855.3898,820.8452,783.0106,861.9697
858.6797,815.9103,730.3713,861.9697
861.9697,835.65,783.0106,865.2596
850.4548,812.6203,730.3713,865.2596
850.4548,822.4902,783.0106,861.9697
848.8099,875.1295,940.9288,863.6147
847.1649,799.4604,783.0106,870.1946
848.8099,806.0403,756.691,857.0347
843.8749,850.4548,783.0106,860.3247
853.7448,840.585,783.0106,866.9047
853.7448,889.9344,835.65,861.9697
848.8099,894.8693,835.65,863.6147
853.7448,852.0998,730.3713,868.5496
857.0347,853.7448,809.3303,875.1295
858.6797,840.585,809.3303,878.4195
861.9697,822.4902,861.9697,884.9995
853.7448,848.8099,861.9697,870.1946
858.6797,878.4195,809.3303,870.1946
858.6797,827.4251,783.0106,868.5496
852.0998,845.5199,809.3303,875.1295
855.3898,792.8806,704.0516,871.8396
861.9697,710.6315,546.1335,878.4195
861.9697,843.8749,888.2894,866.9047
857.0347,804.3954,730.3713,865.2596
845.5199,884.9995,914.6091,865.2596
845.5199,926.124,861.9697,858.6797
850.4548,819.2002,677.7319,871.8396
853.7448,835.65,783.0106,865.2596
863.6147,850.4548,835.65,868.5496
858.6797,814.2653,835.65,865.2596
853.7448,776.4307,835.65,873.4846
848.8099,789.5906,756.691,868.5496
847.1649,786.3006,783.0106,868.5496
843.8749,794.5255,756.691,868.5496
840.585,857.0347,835.65,865.2596
845.5199,822.4902,835.65,870.1946
855.3898,825.7802,835.65,863.6147
850.4548,845.5199,835.65,861.9697
842.2299,837.295,783.0106,860.3247
842.2299,916.254,940.9288,858.6797
842.2299,863.6147,888.2894,865.2596
860.3247,870.1946,888.2894,870.1946
858.6797,850.4548,888.2894,871.8396
847.1649,810.9753,783.0106,876.7745
868.5496,778.0757,835.65,886.6444
857.0347,797.8155,835.65,876.7745
848.8099,810.9753,888.2894,852.0998
861.9697,883.3544,993.5681,850.4548
855.3898,942.5737,940.9288,857.0347
861.9697,850.4548,835.65,870.1946
865.2596,850.4548,835.65,883.3544
852.0998,797.8155,730.3713,868.5496
858.6797,810.9753,783.0106,868.5496
863.6147,745.1761,730.3713,873.4846
852.0998,784.6556,835.65,870.1946
852.0998,810.9753,888.2894,870.1946
858.6797,916.254,1046.208,861.9697
858.6797,942.5737,993.5681,866.9047
850.4548,863.6147,888.2894,861.9697
855.3898,889.9344,940.9288,866.9047
847.1649,837.295,888.2894,863.6147
855.3898,837.295,940.9288,865.2596
855.3898,784.6556,835.65,868.5496
853.7448,863.6147,1046.208,870.1946
866.9047,810.9753,783.0106,868.5496
857.0347,837.295,940.9288,865.2596
850.4548,837.295,835.65,865.2596
843.8749,916.254,1046.208,858.6797
842.2299,916.254,888.2894,871.8396
857.0347,837.295,835.65,878.4195
865.2596,863.6147,888.2894,881.7095
868.5496,778.0757,722.1464,883.3544
863.6147,843.8749,880.0645,873.4846
858.6797,810.9753,774.7858,865.2596
852.0998,850.4548,880.0645,871.8396
850.4548,784.6556,774.7858,875.1295
845.5199,837.295,880.0645,876.7745
855.3898,837.295,880.0645,863.6147
850.4548,738.5962,722.1464,863.6147
850.4548,817.5552,880.0645,861.9697
832.36,810.9753,827.4251,847.1649
822.4902,817.5552,827.4251,847.1649
819.2002,896.5143,880.0645,830.7151
822.4902,909.6741,827.4251,832.36
827.4251,870.1946,827.4251,832.36
796.1705,870.1946,774.7858,810.9753
774.7858,817.5552,774.7858,804.3954
773.1407,843.8749,774.7858,789.5906
758.3359,764.9158,880.0645,776.4307
746.8211,922.834,985.3432,756.691
745.1761,922.834,880.0645,750.111
713.9214,922.834,880.0645,732.0162
708.9865,1028.113,880.0645,740.2411
713.9214,870.1946,669.507,732.0162
708.9865,949.1537,880.0645,725.4363
717.2114,949.1537,774.7858,728.7263
715.5665,949.1537,774.7858,738.5962
730.3713,870.1946,669.507,748.4661
733.6613,870.1946,774.7858,751.756
740.2411,896.5143,880.0645,758.3359
758.3359,922.834,880.0645,766.5609
768.2058,949.1537,880.0645,776.4307
778.0757,870.1946,774.7858,786.3006
789.5906,896.5143,880.0645,802.7504
789.5906,875.1295,932.7039,815.9103
804.3954,883.3544,1037.983,835.65
820.8452,848.8099,932.7039,838.94
838.94,899.8043,1037.983,850.4548
847.1649,894.8693,1037.983,871.8396
852.0998,888.2894,985.3432,863.6147
868.5496,875.1295,985.3432,876.7745
871.8396,741.8861,722.1464,884.9995
865.2596,820.8452,774.7858,886.6444
875.1295,810.9753,827.4251,894.8693
876.7745,876.7745,932.7039,901.4492
880.0645,934.3488,1037.983,896.5143
893.2243,866.9047,880.0645,908.0292
903.0942,855.3898,880.0645,914.6091
911.3191,825.7802,827.4251,917.899
911.3191,814.2653,880.0645,922.834
908.0292,753.401,669.507,914.6091
893.2243,748.4661,722.1464,914.6091
899.8043,838.94,880.0645,914.6091
901.4492,824.1351,880.0645,916.254
893.2243,911.3191,932.7039,914.6091
899.8043,845.5199,774.7858,917.899
899.8043,812.6203,774.7858,911.3191
891.5793,817.5552,774.7858,911.3191
883.3544,801.1054,774.7858,906.3842
884.9995,842.2299,827.4251,912.9641
888.2894,827.4251,827.4251,912.9641
898.1592,858.6797,827.4251,909.6741
906.3842,835.65,827.4251,909.6741
903.0942,809.3303,774.7858,903.0942
899.8043,713.9214,616.8676,916.254
883.3544,746.8211,669.507,906.3842
883.3544,796.1705,774.7858,906.3842
880.0645,832.36,827.4251,903.0942
881.7095,830.7151,774.7858,898.1592
883.3544,776.4307,722.1464,896.5143
876.7745,837.295,827.4251,888.2894
884.9995,858.6797,827.4251,889.9344
878.4195,893.2243,827.4251,886.6444
870.1946,829.0701,774.7858,889.9344
875.1295,837.295,774.7858,886.6444
868.5496,814.2653,827.4251,893.2243
873.4846,832.36,827.4251,889.9344
875.1295,773.1407,827.4251,891.5793
868.5496,771.4958,774.7858,889.9344
876.7745,812.6203,827.4251,888.2894
878.4195,783.0106,774.7858,889.9344
868.5496,840.585,827.4251,883.3544
855.3898,814.2653,880.0645,884.9995
855.3898,866.9047,985.3432,875.1295
861.9697,893.2243,985.3432,873.4846
866.9047,814.2653,774.7858,878.4195
866.9047,840.585,932.7039,873.4846
866.9047,814.2653,827.4251,871.8396
866.9047,814.2653,880.0645,875.1295
866.9047,735.3062,669.507,880.0645
861.9697,787.9456,827.4251,880.0645
861.9697,787.9456,827.4251,883.3544
853.7448,840.585,880.0645,876.7745
858.6797,919.544,932.7039,863.6147
860.3247,814.2653,722.1464,878.4195
863.6147,840.585,880.0645,873.4846
861.9697,814.2653,774.7858,878.4195
855.3898,814.2653,880.0645,881.7095
852.0998,708.9865,564.2283,873.4846
857.0347,656.3472,669.507,875.1295
847.1649,761.6259,774.7858,871.8396
848.8099,708.9865,669.507,878.4195
843.8749,866.9047,880.0645,855.3898
848.8099,814.2653,669.507,868.5496
860.3247,814.2653,669.507,870.1946
866.9047,814.2653,669.507,863.6147
858.6797,814.2653,669.507,870.1946
852.0998,761.6259,564.2283,865.2596
855.3898,761.6259,564.2283,871.8396
842.2299,814.2653,774.7858,865.2596
853.7448,814.2653,774.7858,875.1295
860.3247,919.544,880.0645,871.8396
871.8396,866.9047,669.507,883.3544
845.5199,761.6259,669.507,860.3247
850.4548,866.9047,880.0645,858.6797
845.5199,840.585,774.7858,863.6147
834.005,840.585,774.7858,855.3898
853.7448,866.9047,827.4251,878.4195
835.65,814.2653,774.7858,863.6147
848.8099,840.585,880.0645,865.2596
855.3898,866.9047,880.0645,861.9697
850.4548,866.9047,774.7858,871.8396
858.6797,761.6259,564.2283,873.4846
857.0347,814.2653,722.1464,875.1295
850.4548,814.2653,722.1464,870.1946
858.6797,840.585,774.7858,866.9047
855.3898,893.2243,880.0645,860.3247
847.1649,866.9047,722.1464,858.6797
848.8099,840.585,722.1464,868.5496
842.2299,840.585,774.7858,863.6147
838.94,834.005,881.7095,861.9697
850.4548,794.5255,750.111,858.6797
853.7448,741.8861,723.7913,871.8396
848.8099,820.8452,802.7504,861.9697
857.0347,794.5255,776.4307,866.9047
835.65,866.9047,855.3898,863.6147
850.4548,873.4846,829.0701,860.3247
847.1649,820.8452,829.0701,865.2596
845.5199,834.005,802.7504,853.7448
863.6147,827.4251,776.4307,858.6797
861.9697,787.9456,697.4717,865.2596
853.7448,722.1464,644.8323,865.2596
843.8749,827.4251,908.0292,861.9697
834.005,827.4251,829.0701,863.6147
834.005,847.1649,855.3898,863.6147
843.8749,906.3842,855.3898,860.3247
848.8099,794.5255,723.7913,863.6147
845.5199,870.1946,829.0701,863.6147
843.8749,837.295,776.4307,863.6147
847.1649,804.3954,723.7913,863.6147
843.8749,725.4363,723.7913,857.0347
842.2299,834.005,881.7095,852.0998
837.295,814.2653,829.0701,865.2596
837.295,873.4846,881.7095,858.6797
843.8749,906.3842,881.7095,861.9697
847.1649,830.7151,829.0701,860.3247
853.7448,866.9047,829.0701,863.6147
845.5199,810.9753,723.7913,863.6147
843.8749,820.8452,776.4307,861.9697
843.8749,748.4661,618.5126,860.3247
840.585,725.4363,618.5126,858.6797
840.585,850.4548,881.7095,853.7448
842.2299,827.4251,776.4307,857.0347
840.585,942.5737,967.2484,858.6797
845.5199,881.7095,784.6556,860.3247
852.0998,848.8099,771.4958,865.2596
858.6797,832.36,835.65,863.6147
848.8099,799.4604,768.2058,861.9697
843.8749,761.6259,801.1054,865.2596
843.8749,774.7858,832.36,865.2596
840.585,801.1054,786.3006,863.6147
852.0998,776.4307,804.3954,853.7448
847.1649,845.5199,830.7151,853.7448
838.94,814.2653,820.8452,857.0347
837.295,807.6854,830.7151,860.3247
843.8749,796.1705,763.2709,855.3898
843.8749,835.65,855.3898,855.3898
842.2299,837.295,880.0645,857.0347
837.295,893.2243,954.0886,857.0347
834.005,875.1295,848.8099,857.0347
845.5199,824.1351,743.5311,860.3247
853.7448,845.5199,743.5311,860.3247
845.5199,797.8155,690.8917,863.6147
847.1649,783.0106,743.5311,875.1295
838.94,727.0813,690.8917,871.8396
838.94,810.9753,848.8099,863.6147
850.4548,812.6203,848.8099,861.9697
840.585,931.0589,954.0886,853.7448
843.8749,825.7802,796.1705,857.0347
845.5199,829.0701,848.8099,865.2596
832.36,796.1705,743.5311,870.1946
838.94,820.8452,848.8099,861.9697
843.8749,750.111,690.8917,866.9047
845.5199,743.5311,743.5311,857.0347
852.0998,840.585,954.0886,855.3898
843.8749,825.7802,848.8099,860.3247
834.005,937.6388,1006.728,860.3247
843.8749,835.65,796.1705,860.3247
852.0998,825.7802,796.1705,863.6147
858.6797,842.2299,848.8099,860.3247
863.6147,810.9753,796.1705,860.3247
857.0347,766.5609,796.1705,861.9697
863.6147,789.5906,848.8099,860.3247
853.7448,792.8806,796.1705,863.6147
842.2299,787.9456,848.8099,858.6797
834.005,914.6091,901.4492,848.8099
830.7151,820.8452,743.5311,857.0347
843.8749,870.1946,901.4492,860.3247
855.3898,853.7448,796.1705,860.3247
860.3247,787.9456,743.5311,871.8396
843.8749,750.111,743.5311,868.5496
842.2299,756.691,796.1705,868.5496
840.585,812.6203,848.8099,858.6797
845.5199,834.005,875.1295,865.2596
848.8099,893.2243,875.1295,868.5496
852.0998,807.6854,690.8917,871.8396
858.6797,832.36,848.8099,873.4846
857.0347,848.8099,822.4902,868.5496
853.7448,837.295,822.4902,866.9047
853.7448,807.6854,796.1705,866.9047
852.0998,837.295,848.8099,870.1946
857.0347,875.1295,875.1295,861.9697
857.0347,857.0347,769.8508,863.6147
848.8099,834.005,769.8508,863.6147
858.6797,842.2299,743.5311,866.9047
863.6147,715.5665,454.0146,873.4846
855.3898,796.1705,822.4902,857.0347
853.7448,832.36,769.8508,861.9697
845.5199,832.36,769.8508,857.0347
850.4548,947.5087,927.7689,858.6797
850.4548,822.4902,664.5721,863.6147
847.1649,842.2299,769.8508,863.6147
852.0998,842.2299,822.4902,863.6147
853.7448,815.9103,769.8508,863.6147
863.6147,769.8508,717.2114,860.3247
853.7448,806.0403,822.4902,865.2596
850.4548,796.1705,769.8508,865.2596
848.8099,838.94,875.1295,858.6797
840.585,901.4492,875.1295,858.6797
848.8099,835.65,769.8508,861.9697
850.4548,865.2596,822.4902,863.6147
843.8749,829.0701,717.2114,855.3898
845.5199,802.7504,717.2114,863.6147
847.1649,750.111,717.2114,860.3247
842.2299,802.7504,927.7689,860.3247
845.5199,802.7504,875.1295,861.9697
838.94,802.7504,927.7689,857.0347
845.5199,908.0292,980.4083,860.3247
855.3898,802.7504,664.5721,870.1946
853.7448,855.3898,875.1295,871.8396
843.8749,855.3898,769.8508,861.9697
845.5199,855.3898,769.8508,858.6797
848.8099,802.7504,717.2114,860.3247
848.8099,802.7504,769.8508,870.1946
843.8749,802.7504,769.8508,857.0347
835.65,855.3898,927.7689,855.3898
834.005,908.0292,927.7689,852.0998
842.2299,855.3898,822.4902,853.7448
840.585,855.3898,875.1295,863.6147
837.295,820.8452,789.5906,855.3898
848.8099,794.5255,842.2299,857.0347
855.3898,715.5665,736.9512,866.9047
852.0998,768.2058,894.8693,868.5496
845.5199,768.2058,789.5906,865.2596
842.2299,794.5255,947.5087,860.3247
845.5199,794.5255,947.5087,858.6797
847.1649,741.8861,789.5906,860.3247
838.94,794.5255,947.5087,858.6797
843.8749,873.4846,1000.148,858.6797
853.7448,820.8452,842.2299,863.6147
853.7448,794.5255,789.5906,866.9047
852.0998,820.8452,842.2299,865.2596
852.0998,768.2058,736.9512,871.8396
847.1649,768.2058,736.9512,871.8396
847.1649,794.5255,789.5906,861.9697
847.1649,820.8452,789.5906,863.6147
840.585,857.0347,842.2299,850.4548
847.1649,921.189,947.5087,858.6797
852.0998,819.2002,789.5906,858.6797
855.3898,853.7448,842.2299,861.9697
857.0347,832.36,842.2299,870.1946
848.8099,783.0106,736.9512,857.0347
845.5199,763.2709,789.5906,861.9697
840.585,796.1705,789.5906,857.0347
843.8749,822.4902,842.2299,868.5496
847.1649,876.7745,894.8693,860.3247
848.8099,881.7095,842.2299,860.3247
852.0998,845.5199,842.2299,861.9697
843.8749,834.005,789.5906,858.6797
848.8099,830.7151,789.5906,860.3247
853.7448,802.7504,736.9512,863.6147
857.0347,733.6613,684.3118,870.1946
848.8099,761.6259,736.9512,866.9047
840.585,842.2299,789.5906,866.9047
842.2299,812.6203,736.9512,871.8396
840.585,945.8637,894.8693,857.0347
852.0998,812.6203,631.6724,865.2596
852.0998,855.3898,789.5906,871.8396
852.0998,853.7448,789.5906,865.2596
865.2596,824.1351,789.5906,870.1946
865.2596,771.4958,789.5906,873.4846
855.3898,791.2355,789.5906,866.9047
843.8749,810.9753,789.5906,863.6147
850.4548,825.7802,894.8693,860.3247
850.4548,935.9938,947.5087,858.6797
848.8099,835.65,789.5906,868.5496
848.8099,857.0347,894.8693,873.4846
850.4548,843.8749,789.5906,865.2596
848.8099,784.6556,763.2709,868.5496
858.6797,791.2355,815.9103,866.9047
861.9697,755.046,789.5906,865.2596
840.585,824.1351,842.2299,866.9047
848.8099,814.2653,815.9103,866.9047
848.8099,939.2838,947.5087,858.6797
845.5199,824.1351,710.6315,863.6147
858.6797,860.3247,894.8693,865.2596
860.3247,866.9047,894.8693,866.9047
865.2596,837.295,842.2299,870.1946
863.6147,761.6259,789.5906,863.6147
850.4548,735.3062,789.5906,870.1946
840.585,807.6854,842.2299,860.3247
838.94,801.1054,842.2299,860.3247
840.585,866.9047,868.5496,857.0347
848.8099,847.1649,842.2299,857.0347
847.1649,835.65,842.2299,865.2596
843.8749,810.9753,789.5906,861.9697
853.7448,842.2299,842.2299,873.4846
855.3898,786.3006,789.5906,865.2596
847.1649,815.9103,842.2299,866.9047
843.8749,830.7151,842.2299,865.2596
847.1649,842.2299,894.8693,861.9697
850.4548,866.9047,842.2299,865.2596
850.4548,763.2709,631.6724,865.2596
845.5199,834.005,894.8693,860.3247
848.8099,824.1351,842.2299,866.9047
855.3898,852.0998,1000.148,878.4195
857.0347,835.65,842.2299,868.5496
837.295,853.7448,842.2299,847.1649
845.5199,861.9697,842.2299,853.7448
842.2299,888.2894,842.2299,847.1649
850.4548,835.65,894.8693,860.3247
848.8099,835.65,894.8693,866.9047
843.8749,730.3713,789.5906,858.6797
837.295,756.691,947.5087,857.0347
842.2299,809.3303,947.5087,858.6797
845.5199,783.0106,894.8693,865.2596
845.5199,861.9697,1000.148,858.6797
843.8749,809.3303,842.2299,860.3247
843.8749,861.9697,947.5087,861.9697
852.0998,835.65,894.8693,860.3247
852.0998,861.9697,947.5087,861.9697
858.6797,835.65,842.2299,858.6797
850.4548,809.3303,789.5906,861.9697
843.8749,783.0106,684.3118,868.5496
845.5199,783.0106,789.5906,861.9697
857.0347,809.3303,842.2299,861.9697
852.0998,829.0701,842.2299,855.3898
843.8749,878.4195,947.5087,861.9697
848.8099,880.0645,894.8693,858.6797
840.585,845.5199,789.5906,865.2596
842.2299,832.36,789.5906,870.1946
848.8099,860.3247,842.2299,866.9047
853.7448,819.2002,789.5906,861.9697
860.3247,815.9103,789.5906,865.2596
852.0998,771.4958,736.9512,861.9697
843.8749,801.1054,789.5906,860.3247
848.8099,756.691,736.9512,863.6147
843.8749,868.5496,947.5087,852.0998
850.4548,861.9697,894.8693,858.6797
848.8099,881.7095,894.8693,853.7448
845.5199,870.1946,842.2299,861.9697
845.5199,848.8099,842.2299,855.3898
852.0998,822.4902,894.8693,863.6147
845.5199,796.1705,842.2299,861.9697
855.3898,769.8508,789.5906,866.9047
866.9047,743.5311,789.5906,875.1295
847.1649,796.1705,842.2299,858.6797
835.65,743.5311,789.5906,855.3898
835.65,927.7689,1158.066,857.0347
835.65,901.4492,894.8693,858.6797
843.8749,796.1705,842.2299,860.3247
855.3898,901.4492,1052.787,868.5496
843.8749,848.8099,894.8693,853.7448
850.4548,848.8099,947.5087,866.9047
853.7448,796.1705,894.8693,863.6147
850.4548,796.1705,894.8693,865.2596
838.94,848.8099,894.8693,863.6147
847.1649,848.8099,947.5087,861.9697
843.8749,954.0886,1041.273,861.9697
842.2299,901.4492,725.4363,865.2596
845.5199,954.0886,830.7151,871.8396
845.5199,954.0886,830.7151,866.9047
850.4548,954.0886,830.7151,865.2596
855.3898,901.4492,725.4363,870.1946
852.0998,954.0886,935.9938,866.9047
848.8099,954.0886,935.9938,868.5496
843.8749,954.0886,1146.551,863.6147
840.585,1006.728,1146.551,860.3247
842.2299,848.8099,830.7151,861.9697
847.1649,901.4492,1041.273,853.7448
853.7448,848.8099,830.7151,857.0347
855.3898,848.8099,935.9938,860.3247
855.3898,796.1705,725.4363,865.2596
857.0347,796.1705,935.9938,866.9047
848.8099,848.8099,935.9938,857.0347
837.295,829.0701,883.3544,865.2596
834.005,927.7689,1041.273,852.0998
837.295,850.4548,830.7151,857.0347
842.2299,827.4251,883.3544,860.3247
847.1649,852.0998,883.3544,857.0347
848.8099,830.7151,883.3544,860.3247
860.3247,759.9809,778.0757,866.9047
840.585,761.6259,830.7151,860.3247
838.94,804.3954,830.7151,852.0998
834.005,796.1705,830.7151,858.6797
830.7151,912.9641,988.6332,852.0998
847.1649,827.4251,725.4363,861.9697
842.2299,801.1054,725.4363,861.9697
845.5199,842.2299,778.0757,868.5496
850.4548,843.8749,778.0757,866.9047
852.0998,764.9158,620.1576,861.9697
838.94,801.1054,725.4363,860.3247
837.295,820.8452,672.7969,857.0347
843.8749,847.1649,725.4363,857.0347
850.4548,830.7151,672.7969,853.7448
853.7448,853.7448,672.7969,861.9697
843.8749,840.585,672.7969,865.2596
845.5199,886.6444,778.0757,863.6147
842.2299,863.6147,725.4363,865.2596
842.2299,853.7448,725.4363,861.9697
850.4548,804.3954,620.1576,863.6147
848.8099,732.0162,514.8788,868.5496
840.585,847.1649,830.7151,857.0347
843.8749,787.9456,672.7969,852.0998
845.5199,935.9938,935.9938,853.7448
847.1649,886.6444,778.0757,860.3247
852.0998,840.585,778.0757,868.5496
852.0998,827.4251,725.4363,866.9047
850.4548,834.005,725.4363,870.1946
840.585,820.8452,672.7969,863.6147
847.1649,773.1407,620.1576,870.1946
847.1649,750.111,620.1576,871.8396
845.5199,843.8749,725.4363,858.6797
848.8099,819.2002,725.4363,863.6147
834.005,939.2838,935.9938,857.0347
837.295,861.9697,725.4363,860.3247
838.94,858.6797,778.0757,857.0347
848.8099,858.6797,778.0757,865.2596
850.4548,804.3954,725.4363,865.2596
852.0998,781.3657,672.7969,863.6147
847.1649,725.4363,620.1576,860.3247
843.8749,852.0998,935.9938,857.0347
837.295,852.0998,883.3544,858.6797
835.65,931.0589,988.6332,858.6797
845.5199,889.9344,830.7151,860.3247
850.4548,822.4902,830.7151,860.3247
858.6797,840.585,883.3544,863.6147
857.0347,802.7504,830.7151,863.6147
850.4548,825.7802,883.3544,865.2596
860.3247,786.3006,830.7151,868.5496
848.8099,779.7207,830.7151,868.5496
850.4548,778.0757,830.7151,870.1946
850.4548,829.0701,883.3544,860.3247
847.1649,870.1946,935.9938,852.0998
840.585,870.1946,935.9938,853.7448
837.295,904.7392,935.9938,853.7448
847.1649,827.4251,778.0757,857.0347
852.0998,852.0998,883.3544,858.6797
860.3247,838.94,830.7151,857.0347
848.8099,786.3006,725.4363,871.8396
845.5199,733.6613,514.8788,866.9047
838.94,812.6203,620.1576,863.6147
848.8099,786.3006,409.6001,861.9697
850.4548,838.94,620.1576,852.0998
842.2299,865.2596,620.1576,857.0347
847.1649,812.6203,514.8788,858.6797
834.005,891.5793,725.4363,847.1649
843.8749,891.5793,620.1576,868.5496
860.3247,891.5793,620.1576,881.7095
847.1649,786.3006,514.8788,855.3898
843.8749,838.94,725.4363,858.6797
861.9697,812.6203,620.1576,871.8396
858.6797,786.3006,620.1576,870.1946
865.2596,838.94,830.7151,870.1946
873.4846,812.6203,725.4363,878.4195
